ID,Actual Electricity energy,Predicted Electricity energy,Actual Gas energy,Predicted Gas energy
Test_0,0.3942977412507672,0.39501376342773437,0.38420185929442163,0.3866390075683594
Test_1,0.38915158821740575,0.3775859680175781,0.2552717393637032,0.25995147705078125
Test_2,0.498613122655191,0.5015863952636719,0.0,6.44104927778244e-05
Test_3,0.5221640041879316,0.5334790649414063,0.0,-4.1334230452775956e-05
Test_4,0.28882168033690286,0.2863714904785156,0.4361710025074626,0.4357607727050781
Test_5,0.4907807662822562,0.5018448486328125,0.0,0.0001692311018705368
Test_6,0.5685613943714725,0.576330078125,0.0,5.4329976439476015e-05
Test_7,0.4954898363990239,0.4945831298828125,0.0,1.0039311833679677e-05
Test_8,0.32837743293521965,0.33282009887695313,0.3996404904182901,0.39614111328125
Test_9,0.2053566062397654,0.205799072265625,0.38457149456084583,0.36935791015625
Test_10,0.2869583776428538,0.27888104248046874,0.3290779398381992,0.33064645385742186
Test_11,0.19822342120782144,0.19314891052246094,0.569600884784578,0.5620436401367187
Test_12,0.756467500039795,0.7459853515625,0.0,-0.0001437777429819107
Test_13,0.5156756374832979,0.509732421875,0.0,9.971021115779877e-05
Test_14,0.2922677120774555,0.3005801696777344,0.43735424740640044,0.43867596435546874
Test_15,0.3107867453229902,0.31411505126953126,0.37649958774003317,0.40532559204101565
Test_16,0.47547981368485676,0.4823348693847656,0.0,-4.845036938786507e-05
Test_17,0.2196547264046579,0.21761201477050782,0.6099893701513269,0.6052513427734375
Test_18,0.7144682768272574,0.7339153442382812,0.0,-0.00017119254171848298
Test_19,0.25404145302589254,0.255375,0.2698693816840787,0.270571044921875
Test_20,0.7647462410547071,0.7649505615234375,0.0,-0.00023626281321048736
Test_21,0.34553395427918393,0.3410852966308594,0.44147630161692875,0.4403564147949219
Test_22,0.7024535537819838,0.701530029296875,0.0,-7.549183443188667e-06
Test_23,0.3150473658934417,0.31536322021484375,0.33845739461171925,0.34260308837890624
Test_24,0.832428252568137,0.8315133056640625,0.0,-0.00015667195618152617
Test_25,0.299146937247513,0.3011798095703125,0.4301278937580205,0.43340890502929685
Test_26,0.23494656363536628,0.23479263305664064,0.5408072890660376,0.5490374755859375
Test_27,0.30438005434371795,0.2988193359375,0.4013713831246746,0.406305908203125
Test_28,0.7193502092308577,0.7151296997070312,0.0,0.00045922687649726867
Test_29,0.3192902399524352,0.31949539184570314,0.45995415666033845,0.4574164123535156
Test_30,0.2921975577538988,0.2902831115722656,0.5923362812218911,0.6192577514648437
Test_31,0.25337818800417544,0.2613298645019531,0.6562156915359003,0.6309722900390625
Test_32,0.5696896069826155,0.5654348754882812,0.0,-0.0019322888851165771
Test_33,0.2450630626458693,0.23975987243652344,0.4770672621980632,0.48705703735351563
Test_34,0.6367369118899182,0.6373399658203125,0.0,-0.00021084029972553254
Test_35,0.24666767101002135,0.23575070190429687,0.36080696129129525,0.37157135009765624
Test_36,0.6503185744726109,0.6535673828125,0.0,0.00013435284793376922
Test_37,0.2903103769581525,0.294666015625,0.6213338171016398,0.6305339965820312
Test_38,0.6031598207519194,0.6025228881835938,0.0,-0.00037518778443336486
Test_39,0.2975824548602631,0.299676025390625,0.3978309166358053,0.397711669921875
Test_40,0.5503981258806506,0.5540029907226562,0.0,6.245873495936393e-05
Test_41,0.6563098319255644,0.6527570190429688,0.0,-6.691731512546539e-05
Test_42,0.5183342408065824,0.5176403198242188,0.0,1.4762443490326404e-05
Test_43,0.3090856303406847,0.2882957458496094,0.4017343343173221,0.42485000610351564
Test_44,0.6862958354637501,0.6827590942382813,0.0,0.0015621026754379273
Test_45,0.627357935809011,0.6269475708007812,0.0,0.00027466389536857607
Test_46,0.2554853903511968,0.25616754150390625,0.38802094994682457,0.38933544921875
Test_47,0.6901616585589733,0.6809249877929687,0.0,-5.470909550786019e-05
Test_48,0.711235818055584,0.7094427490234375,0.0,0.0002341490238904953
Test_49,0.5489538506594742,0.5630403442382812,0.0,0.00024446116387844084
Test_50,0.2765720363426085,0.2739685363769531,0.4332390090202192,0.42582284545898436
Test_51,0.6718831142622934,0.66920361328125,0.0,0.00023564033210277558
Test_52,0.5858071581934948,0.5893861694335938,0.0,7.983343303203583e-05
Test_53,0.6357061316930345,0.6357306518554687,0.0,2.3511929437518118e-05
Test_54,0.2742815779279287,0.2749239196777344,0.45200385646333247,0.44196041870117186
Test_55,0.6940671054162009,0.6846644287109375,0.0,8.399031311273575e-05
Test_56,0.26207675481096265,0.2768241271972656,0.26984430266243625,0.27013143920898436
Test_57,0.266180566867408,0.2680072021484375,0.44087778342656075,0.44752188110351565
Test_58,0.5446938894965326,0.549246337890625,0.0,0.00036936667561531065
Test_59,0.31998311806984914,0.3282398376464844,0.41203259636145556,0.42247781372070314
Test_60,0.35078448149122876,0.362020751953125,0.47720985984166275,0.4711042175292969
Test_61,0.6513874189745397,0.6463602905273438,0.0,-5.810417607426643e-05
Test_62,0.21830806553791626,0.22235261535644532,0.33491788284281987,0.3400950927734375
Test_63,0.18836707818194912,0.1898796844482422,0.367258607286487,0.3652032775878906
Test_64,0.5828473509214617,0.5862203979492188,0.0,-0.0006944963932037354
Test_65,0.3118306380961208,0.3150945739746094,0.45023758251131585,0.45302352905273435
Test_66,0.707489437841867,0.71374072265625,0.0,0.0016190295219421387
Test_67,0.3333893055950468,0.3377881774902344,0.2903444228036855,0.29268511962890625
Test_68,0.5628577771602585,0.5835737915039062,0.0,-0.0004565233886241913
Test_69,0.6838948895112716,0.6917919311523437,0.0,0.0004235335290431976
Test_70,0.7932772524972386,0.7837518920898437,0.0,0.0003320801556110382
Test_71,0.5443355484817737,0.5489115600585938,0.0,-1.1527854017913342e-05
Test_72,0.7941946596508832,0.7761924438476563,0.0,0.0004683900773525238
Test_73,0.6096891660248901,0.6149171142578125,0.0,1.618681661784649e-05
Test_74,0.6351222345916885,0.6264801635742188,0.0,-0.00045644256472587586
Test_75,0.7443347415802728,0.7442831420898437,0.0,0.0006335846781730652
Test_76,0.24420332229366762,0.24821728515625,0.4925653986324275,0.4737814331054688
Test_77,0.32094040391330725,0.31405087280273436,0.4017724521977518,0.3982945861816406
Test_78,0.2422394201254243,0.24816705322265625,0.40403877570326413,0.40059417724609375
Test_79,0.6528722231822169,0.658768310546875,0.0,-0.00030419018864631653
Test_80,0.23556036323935764,0.2390645751953125,0.3437975376712568,0.3401238098144531
Test_81,0.2521696718337765,0.25253408813476563,0.42777757344799117,0.42593295288085936
Test_82,0.722817753666206,0.7255460815429687,0.0,-7.190542761236429e-06
Test_83,0.18866881304050684,0.1942173614501953,0.3907666538302604,0.39873092651367187
Test_84,0.27076136392371647,0.26912106323242185,0.5408711350541002,0.5419217529296875
Test_85,0.6981295997901228,0.69394580078125,0.0,0.00012683682143688202
Test_86,0.1864080627778118,0.18668363952636718,0.301069367764289,0.3035308837890625
Test_87,0.697623150997831,0.6988231811523438,0.0,0.00016426120698451996
Test_88,0.34743135493498284,0.341244140625,0.4018335663508525,0.40207855224609373
Test_89,0.5848345836272724,0.5886002807617188,0.0,-0.00021068795025348664
Test_90,0.6963339728024327,0.7012677001953125,0.0,0.0003200137913227081
Test_91,0.3552033787203928,0.3582403564453125,0.2734238357961359,0.27257464599609377
Test_92,0.30660558176406894,0.3084798583984375,0.4159625267562434,0.4197995300292969
Test_93,0.21814630618945688,0.22276087951660156,0.4426851600904239,0.445006591796875
Test_94,0.33651211324878055,0.33319549560546874,0.47822368421843114,0.47474984741210935
Test_95,0.6916654987650814,0.6879494018554687,0.0,-4.5019645243883135e-05
Test_96,0.7146540138498646,0.7052192993164063,0.0,-0.00014818419516086578
Test_97,0.24700641577692067,0.24838255310058593,0.284390358274572,0.28908349609375
Test_98,0.27390212263218566,0.27074508666992186,0.3998923498996288,0.3989021911621094
Test_99,0.6627528519171728,0.6559517822265625,0.0,0.0005949304699897766
Test_100,0.49248123971030644,0.4908846130371094,0.0,1.4703554101288319e-05
Test_101,0.24919237606677386,0.25825592041015627,0.27609646561924,0.2788831176757812
Test_102,0.24733348407134548,0.2550729522705078,0.6385413162996121,0.6382943725585938
