ID,Actual Electricity energy,Predicted Electricity energy,Actual Gas energy,Predicted Gas energy
Test_0,0.24637147543206747,0.23626382446289063,0.2153919708491041,0.21942137145996093
Test_1,0.17573793252580489,0.17938070678710938,0.20220548433252342,0.20296080017089843
Test_2,0.3999001487951385,0.4071037292480469,0.0,-9.203826077282428e-06
Test_3,0.20060449184391932,0.1988352966308594,0.21592018801768498,0.21724337768554688
Test_4,0.2678754954830082,0.2638291015625,0.19934344888517147,0.19895773315429688
Test_5,0.41567070407754286,0.41197833251953125,0.0,0.0006248155832290649
Test_6,0.23708736475623843,0.23717576599121093,0.27562412150772375,0.2754826965332031
Test_7,0.19986215308322794,0.20227633666992187,0.26328209803835906,0.26911282348632815
Test_8,0.2045421163369606,0.20625819396972656,0.2592608698915586,0.2560946655273437
Test_9,0.4054177791168453,0.4090146179199219,0.0,-5.7239506393671033e-05
Test_10,0.19647096345736145,0.19153849792480468,0.21947213857669148,0.23348684692382812
Test_11,0.545053542621751,0.5290042114257812,0.0,0.00017982147634029388
Test_12,0.259797140058097,0.25705364990234375,0.24813364177836433,0.24944972229003906
Test_13,0.17424708716515602,0.17503025817871093,0.3610576519385626,0.36237005615234374
Test_14,0.5052675235798058,0.5040537719726562,0.0,0.0002915034592151642
Test_15,0.5603047487671533,0.5509364624023437,0.0,0.0002611546516418457
Test_16,0.483943791174749,0.48494381713867185,0.0,-4.0123943239450456e-05
Test_17,0.3979704107598715,0.3982565002441406,0.0,-1.5397553332149982e-05
Test_18,0.2681308970467494,0.26822470092773437,0.22467820128341912,0.22628305053710937
Test_19,0.457533780503617,0.4588269958496094,0.0,6.0824104584753515e-06
Test_20,0.5100799755846721,0.4970082702636719,0.0,0.0003946077227592468
Test_21,0.42711896492061074,0.4248177795410156,0.0,8.044811338186264e-05
Test_22,0.37083639850353534,0.3721697082519531,0.0,-6.545943766832351e-05
Test_23,0.4346382857130477,0.43711056518554686,0.0,-9.415200329385698e-07
Test_24,0.555642078888766,0.541926025390625,0.0,6.190107762813568e-05
Test_25,0.4741555471471396,0.47351513671875,0.0,2.0730340853333473e-05
Test_26,0.2720155833458687,0.27169781494140627,0.28289357375280805,0.2777176208496094
Test_27,0.2184029608736583,0.22034254455566407,0.2276185143815058,0.22984124755859375
Test_28,0.3063241856055985,0.2956564636230469,0.26191080059698973,0.2648204345703125
Test_29,0.3827463400419184,0.3811499633789063,0.0,3.239924553781748e-06
Test_30,0.19420619923929108,0.18848753356933592,0.25079433219261127,0.2603665771484375
Test_31,0.3394088351004994,0.34336569213867185,0.0,2.9625141993165017e-05
Test_32,0.22618369764077928,0.2285072784423828,0.2397101354476481,0.23710520935058593
Test_33,0.16798337961189044,0.1750775146484375,0.20784962035335044,0.2076796112060547
Test_34,0.20070627602817553,0.20319486999511718,0.24887822228390322,0.2484688720703125
Test_35,0.44899761402318306,0.4484876708984375,0.0,4.7669854015111925e-05
Test_36,0.3751893024243988,0.3814296875,0.0,-1.3067756779491902e-05
Test_37,0.44505133872247116,0.44560986328125,0.0,1.5255684964358806e-05
Test_38,0.5110718926856458,0.5072645263671876,0.0,0.0005620198249816895
Test_39,0.5475728618662546,0.5426073608398437,0.0,-3.216511383652687e-05
Test_40,0.20272356629128277,0.20687486267089844,0.20873504812633337,0.208593017578125
Test_41,0.3031725928137176,0.30163983154296875,0.2477015970785612,0.24972198486328126
Test_42,0.26789549821828634,0.26770504760742186,0.23568009223274364,0.23442822265625
Test_43,0.425759788902739,0.4279131774902344,0.0,0.00010009091347455979
Test_44,0.21439247310190626,0.21370208740234375,0.25975751829239124,0.26383062744140623
Test_45,0.228083155005528,0.22751309204101564,0.23055946126389149,0.23139723205566406
Test_46,0.2448006926457547,0.24779368591308593,0.20704518283540485,0.20589649963378906
Test_47,0.20180831706393576,0.20396139526367188,0.20276676853654643,0.20254991149902343
Test_48,0.39751675694715977,0.4017861022949219,0.0,6.857449654489756e-06
Test_49,0.41600827921823513,0.40933428955078127,0.0,5.028316006064415e-05
Test_50,0.4266099710732056,0.4263034362792969,0.0,-1.625201664865017e-05
Test_51,0.41439068967090864,0.4141507568359375,0.0,1.6831481829285623e-05
Test_52,0.4411098451914678,0.43552069091796874,0.0,2.300175465643406e-05
Test_53,0.4693988389424421,0.46567037963867186,0.0,-2.7961229905486107e-05
Test_54,0.21320028711170577,0.21222900390625,0.2292192674479321,0.23904547119140626
Test_55,0.4699289058647841,0.4744189453125,0.0,0.00011828314512968063
Test_56,0.4165363278629415,0.41492291259765623,0.0,-3.7848404608666896e-06
Test_57,0.4178970828937907,0.4169746398925781,0.0,-4.906383529305458e-05
Test_58,0.23709839512504854,0.24030601501464843,0.25511094226971026,0.253923583984375
Test_59,0.23206524867246117,0.22593841552734376,0.24718395120438896,0.24918156433105468
Test_60,0.23327113762824783,0.23322764587402345,0.2606897111967928,0.2596032409667969
Test_61,0.41874476175458325,0.4156207580566406,0.0,0.0005199070572853089
Test_62,0.5098347463184421,0.5066040954589843,0.0,0.0001856202781200409
Test_63,0.20668555952123427,0.2034570770263672,0.20803405882252693,0.20785321044921876
Test_64,0.4179480707127932,0.4255712585449219,0.0,0.0001015898510813713
Test_65,0.46737120753312483,0.4668595275878906,0.0,3.167456015944481e-05
Test_66,0.39087040495337144,0.3924181213378906,0.0,-2.7216128073632716e-06
Test_67,0.5031875171704953,0.5058499755859375,0.0,0.00038861799240112304
Test_68,0.19110300958405965,0.1920447998046875,0.23403291780721866,0.23379458618164062
Test_69,0.23108757799028196,0.23331854248046874,0.29932429061011123,0.2909898986816406
Test_70,0.3294472080434753,0.33241326904296875,0.0,-3.490385785698891e-05
Test_71,0.5034259922270732,0.49834274291992187,0.0,-0.0001171656921505928
Test_72,0.21007343658337027,0.20936964416503906,0.22116040099141526,0.222242919921875
Test_73,0.347268154694864,0.34862060546875,0.0,-5.271052476018667e-06
Test_74,0.3759243715476955,0.3788842468261719,0.0,3.7946607917547226e-05
Test_75,0.44268732240524766,0.4354747314453125,0.0,0.0003033111095428467
Test_76,0.25469492176026487,0.2617071228027344,0.2774443001135052,0.26984353637695313
Test_77,0.18907590965517596,0.19011209106445312,0.23611929459603972,0.23686116027832033
Test_78,0.45161023850900617,0.44854885864257815,0.0,9.046512097120284e-05
Test_79,0.4526949975824298,0.4535003356933594,0.0,1.9343146122992037e-06
Test_80,0.458088216587514,0.45679776000976563,0.0,-2.8640007600188254e-05
Test_81,0.25898325356616064,0.2531454620361328,0.23375552067633504,0.24188754272460938
Test_82,0.21155746337074668,0.21755300903320313,0.20251272226824296,0.20076255798339843
Test_83,0.207494743649286,0.20669529724121094,0.24723975717444152,0.24749636840820313
Test_84,0.386027407800577,0.3897281494140625,0.0,4.854151920881123e-07
Test_85,0.37222518723591186,0.3677135009765625,0.0,2.5413746014237404e-05
Test_86,0.3774906800841075,0.38499041748046875,0.0,3.8260187953710555e-05
Test_87,0.20149275634693994,0.2033704376220703,0.21618786097920878,0.21768173217773437
Test_88,0.20687237480680043,0.20760650634765626,0.23356409237509482,0.23377976989746094
Test_89,0.4285683944187609,0.42841119384765625,0.0,8.452440612018108e-06
Test_90,0.15016664034815985,0.15582817077636718,0.209822667195396,0.20947862243652343
Test_91,0.44371763317209595,0.44219223022460935,0.0,0.00016585056483745574
Test_92,0.19447453991231572,0.19076441955566406,0.37299410678243267,0.37401629638671874
Test_93,0.2587560068468708,0.265917724609375,0.27318659042675797,0.2697372741699219
Test_94,0.2403353256424927,0.2463110809326172,0.21089723320679077,0.21299310302734376
Test_95,0.598991925729337,0.5784790649414062,0.0,0.0011943953037261963
Test_96,0.2506923941595878,0.2378717041015625,0.26109596319963335,0.26371759033203124
Test_97,0.4821540651155612,0.4772756042480469,0.0,0.00042381566762924195
Test_98,0.17351970211347603,0.17411329650878907,0.23108204520910247,0.23079920959472655
Test_99,0.3150524964361318,0.31551638793945314,0.2665246255355818,0.2584560546875
Test_100,0.2117335947910729,0.21026605224609374,0.22703551718529386,0.22539430236816407
Test_101,0.20435716207643081,0.20121321105957032,0.2224616534452515,0.22492945861816407
Test_102,0.49702490988340237,0.4855706481933594,0.0,5.894000176340342e-06
Test_103,0.2675536674837098,0.24207769775390625,0.2833231643757924,0.2600385131835937
Test_104,0.394687676508338,0.3948267822265625,0.0,-7.94804561883211e-06
Test_105,0.4803808439859284,0.47883694458007814,0.0,0.0009693081378936767
Test_106,0.22899775499226446,0.22125456237792968,0.23047793293710422,0.23220025634765626
Test_107,0.2796349459301126,0.28988983154296877,0.26074555947424105,0.26350555419921873
Test_108,0.4353602202969669,0.4402303466796875,0.0,0.00012236490100622178
Test_109,0.26616867728156507,0.2705162658691406,0.2587131993473382,0.2568548583984375
Test_110,0.2603251780638665,0.26054977416992187,0.22483475281661924,0.22473037719726563
Test_111,0.3401476469580181,0.34395098876953123,0.0,-1.9120639190077783e-05
Test_112,0.4005787333199038,0.40057989501953123,0.0,1.4353389851748943e-05
Test_113,0.43966857813395366,0.4397498779296875,0.0,6.996745709329844e-06
Test_114,0.5320544729276322,0.52692822265625,0.0,0.00040444058179855345
Test_115,0.16961579953283917,0.17307098388671874,0.3281395970470509,0.3386503601074219
Test_116,0.4958545571266693,0.4950038757324219,0.0,-6.416253000497818e-05
Test_117,0.42567729365140683,0.42451214599609377,0.0,3.551190719008446e-05
Test_118,0.2446792707733142,0.24073135375976562,0.3933972157198328,0.38496597290039064
Test_119,0.5870585710183409,0.5774793701171875,0.0,0.00030736321210861204
Test_120,0.4357574796964643,0.43422509765625,0.0,-4.305854812264443e-05
Test_121,0.21650333040256894,0.21562806701660156,0.23118965181724424,0.22969027709960937
Test_122,0.16207261521401875,0.16550323486328125,0.2565093004222815,0.2609796142578125
Test_123,0.30497073269932023,0.30861520385742186,0.2652990308807494,0.25856109619140627
Test_124,0.22776671846619004,0.2375726013183594,0.2532188585407374,0.25366229248046873
Test_125,0.5300187155226022,0.5144608154296875,0.0,-5.514354258775711e-05
Test_126,0.2240517855377698,0.2223667449951172,0.22425452212655572,0.2257044219970703
Test_127,0.4278762448877078,0.43099734497070313,0.0,-1.6620194539427756e-05
Test_128,0.28413274248384335,0.27911911010742185,0.2511921695437132,0.2627330627441406
Test_129,0.42989666471010946,0.4263121948242187,0.0,4.287650808691979e-05
Test_130,0.38302694186710834,0.3833773498535156,0.0,-4.914707317948341e-05
Test_131,0.46149651072241393,0.45636715698242186,0.0,-3.3243749290704725e-05
Test_132,0.4698180211301735,0.4708892517089844,0.0,-2.8026049956679343e-05
Test_133,0.45104673851991006,0.4503628234863281,0.0,3.0529821291565896e-05
Test_134,0.17187225483595436,0.17177340698242188,0.21108794508494433,0.21013092041015624
Test_135,0.5162587353999731,0.5004676818847656,0.0,0.00011900075525045395
Test_136,0.5195797921667455,0.5095078430175781,0.0,4.1196759790182115e-05
Test_137,0.5312566791706416,0.5242592163085937,0.0,-5.4736290127038956e-05
Test_138,0.4249900751118318,0.4292569885253906,0.0,-0.00012856313586235047
Test_139,0.4645351541457976,0.46373236083984376,0.0,3.548838943243027e-05
Test_140,0.18434612764677208,0.1899197998046875,0.22585539007917796,0.23115199279785156
Test_141,0.4734410257543206,0.46659954833984374,0.0,-1.84121485799551e-05
Test_142,0.198904270128777,0.20284991455078125,0.22890172065233177,0.23019964599609374
Test_143,0.3710638063846198,0.37960052490234375,0.0,-9.003971703350545e-06
Test_144,0.4473840198260581,0.44493606567382815,0.0,4.411616548895836e-05
Test_145,0.45531420459345506,0.45555075073242185,0.0,-4.2198631912469865e-05
Test_146,0.20881029676288845,0.21240534973144531,0.21753728947031828,0.21867344665527344
Test_147,0.4557465474745983,0.4609499816894531,0.0,5.29413903132081e-06
Test_148,0.5173137421236257,0.5160103759765625,0.0,-5.9373680502176286e-05
Test_149,0.2298790079343722,0.2286331787109375,0.25101995149051254,0.2518026580810547
Test_150,0.27184761453679024,0.26804638671875,0.23775843453383352,0.24173649597167968
Test_151,0.5567370928739451,0.5471776123046875,0.0,0.00042369183897972106
Test_152,0.20410766398747934,0.21053741455078126,0.20919983483846918,0.20856620788574218
Test_153,0.46636113051372025,0.46475997924804685,0.0,0.0004087290167808533
Test_154,0.5052996321307964,0.5088648986816406,0.0,-0.00020240218937397003
Test_155,0.1958484903486341,0.19748419189453126,0.22317074903602757,0.22735508728027343
Test_156,0.4904749265139309,0.48801370239257813,0.0,-3.095117770135403e-05
Test_157,0.16121214885507876,0.16080949401855468,0.2089453812278261,0.20874072265625
Test_158,0.4241057792774576,0.42312274169921876,0.0,-3.456464782357216e-05
Test_159,0.4986260509570206,0.5019097900390626,0.0,0.0004967534244060516
Test_160,0.23408113205093076,0.2344233856201172,0.22396520954562435,0.22220176696777344
Test_161,0.41119461234475035,0.4205371398925781,0.0,9.354080073535443e-06
Test_162,0.5509278554662889,0.5424762573242188,0.0,0.0004020539224147797
Test_163,0.1780208956552681,0.18233413696289064,0.22604436882522705,0.22496495056152344
