ID,Actual cost_equipment_envelope_total_cost_per_m_sq ,Predicted cost_equipment_envelope_total_cost_per_m_sq ,Actual cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Predicted cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Actual cost_equipment_lighting_total_cost_per_m_sq ,Predicted cost_equipment_lighting_total_cost_per_m_sq ,Actual cost_equipment_ventilation_total_cost_per_m_sq ,Predicted cost_equipment_ventilation_total_cost_per_m_sq ,Actual cost_equipment_renewables_total_cost_per_m_sq ,Predicted cost_equipment_renewables_total_cost_per_m_sq ,Actual cost_equipment_shw_total_cost_per_m_sq ,Predicted cost_equipment_shw_total_cost_per_m_sq 
Test_0,273.8867036090614,273.79296875,171.0735944822482,174.3772430419922,41.85496760362533,41.8549690246582,66.47685038968164,66.51239013671875,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_1,269.0267688803391,269.1867980957031,46.24339231993773,45.418235778808594,41.85496760362533,41.8549690246582,68.6803142974724,68.91815185546875,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_2,246.7649883079553,246.5390167236328,44.82886228270822,44.61196517944336,41.85496760362533,41.8549690246582,66.23631009918299,65.9485855102539,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_3,249.751005707249,249.8280792236328,67.44028762748795,66.62287902832031,41.85496760362533,41.8549690246582,38.49697410523159,38.49814987182617,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_4,257.9647866879771,257.6701965332031,45.5686672345204,47.434974670410156,41.85496760362533,41.8549690246582,77.16015708493241,77.109375,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_5,280.070566992385,280.01922607421875,53.53074226139775,53.732521057128906,41.85496760362533,41.8549690246582,55.20910097268879,55.02311706542969,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_6,268.6279951891942,268.70965576171875,239.1359690679223,236.5034942626953,41.85496760362533,41.8549690246582,71.13739827283139,71.50714874267578,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_7,333.5445238801637,331.3096618652344,181.3536612210132,184.39706420898438,41.85496760362533,41.8549690246582,66.47685038968164,66.61206817626953,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_8,297.1116024002986,296.98468017578125,59.69291235592306,56.70778274536133,41.85496760362533,41.8549690246582,55.88893036135276,56.143768310546875,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_9,245.0480283033615,245.47964477539062,98.54112632831516,97.82218170166016,41.85496760362533,41.8549690246582,60.74982214693375,60.69340896606445,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_10,232.5325957615142,232.59242248535156,43.3543566823305,43.74502182006836,41.85496760362533,41.8549690246582,63.07419423787967,63.66064453125,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_11,294.740334523274,294.5640869140625,223.0312542868172,233.1697235107422,41.85496760362533,41.8549690246582,44.22400234797949,44.158302307128906,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_12,245.0674884594894,244.9492645263672,70.52264875056227,72.73275756835938,41.85496760362533,41.8549690246582,50.8327989765872,50.92550277709961,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_13,253.799356219753,253.52908325195312,43.09148506512772,44.924007415771484,41.85496760362533,41.8549690246582,66.23567206127716,66.04225158691406,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_14,388.1943846283908,387.78070068359375,158.8988741821152,161.35752868652344,41.85496760362533,41.8549690246582,48.88455023112923,48.846805572509766,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_15,271.366772899978,271.6899719238281,56.43923805513285,55.86602020263672,41.85496760362533,41.8549690246582,47.52871968123626,48.082183837890625,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_16,257.4080986151387,257.9591979980469,181.5029620909778,182.88682556152344,41.85496760362533,41.8549690246582,48.88455023112923,48.88435745239258,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_17,376.9094081879404,377.6728515625,186.3721483693346,197.6947784423828,41.85496760362533,41.8549690246582,38.49697410523159,38.42573928833008,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_18,258.8136961216866,259.11395263671875,93.23137487598136,92.37224578857422,41.85496760362533,41.8549690246582,73.08564701828935,73.15567779541016,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_19,261.5039829516272,261.5691833496094,162.3414077030316,159.39337158203125,41.85496760362533,41.8549690246582,60.74982214693375,60.78840255737305,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_20,235.6299507753756,235.62232971191406,166.0863711913125,172.88632202148438,41.85496760362533,41.8549690246582,61.22037510248484,61.19029235839844,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_21,324.9769508806518,326.83001708984375,54.75449896478349,54.225521087646484,41.85496760362533,41.8549690246582,67.04693725854253,65.53604888916016,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_22,327.9275571761718,327.89666748046875,203.2798338549293,206.57688903808594,41.85496760362533,41.8549690246582,38.49697410523159,38.65608596801758,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_23,255.2314322993929,255.34423828125,181.8794044554187,183.1793975830078,41.85496760362533,41.8549690246582,83.47322314418699,83.42753601074219,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_24,262.4447698437764,262.7508850097656,49.24663674268888,49.84547805786133,41.85496760362533,41.8549690246582,70.10664803595981,70.552490234375,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_25,260.3258459585084,259.9685363769531,181.4630847218633,181.0511474609375,41.85496760362533,41.8549690246582,61.22037510248484,61.16621398925781,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_26,250.3734116843881,250.53981018066406,43.81948631568201,44.4638786315918,41.85496760362533,41.8549690246582,68.55621592478809,68.64502716064453,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_27,257.2288099636,257.2431335449219,45.68766130395807,47.55221939086914,41.85496760362533,41.8549690246582,46.18628792736576,45.86191940307617,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
Test_28,292.598441273396,292.37548828125,237.470052095795,238.7427978515625,41.85496760362533,41.8549690246582,44.22400234797949,44.2264518737793,0,-7.558374964106795e-21,26.4926099259557,26.49231719970703
