ID,Actual Electricity energy,Predicted Electricity energy,Actual Gas energy,Predicted Gas energy
Test_0,0.31853509496231164,0.32604791259765625,0.37506943818386257,0.3811701965332031
Test_1,0.377206347463149,0.3782640075683594,0.4254097862190509,0.41468215942382813
Test_2,0.8558756914221313,0.8468204956054688,0.0,-0.00029026898741722106
Test_3,0.8451829557502641,0.8349684448242187,0.0,-0.0003109088838100433
Test_4,0.28552296453711407,0.29738674926757813,0.8758702330580866,0.7955390014648438
Test_5,0.30893509883183623,0.305514892578125,0.5805475034859394,0.5981784057617188
Test_6,0.7750495450352859,0.7748541259765624,0.0,-0.001053639531135559
Test_7,0.8839599650322157,0.8888250122070313,0.0,-0.00023154975473880767
Test_8,0.4146340481586473,0.4140875244140625,0.42564364520251297,0.41800924682617185
Test_9,0.871556894531968,0.8678522338867187,0.0,0.0005527082085609436
Test_10,0.2772165837500717,0.27641293334960937,0.5708458451367721,0.581521240234375
Test_11,0.7432311029067814,0.7404178466796875,0.0,0.0009036858677864075
Test_12,0.821652394081933,0.8286106567382813,0.0,-2.4885140359401703e-05
Test_13,0.3237443192379408,0.3315379943847656,0.837103033743803,0.8067919921875
Test_14,0.8601328910188485,0.8464732666015625,0.0,0.0010945483446121215
Test_15,0.40135970846367636,0.3947129821777344,0.3381407825468601,0.34337615966796875
Test_16,0.29531101848010877,0.29860366821289064,0.5479458295488036,0.5272650146484374
Test_17,0.7728227199273946,0.755582763671875,0.0,-0.00012327858060598372
Test_18,0.7427426856715805,0.7564813842773438,0.0,-0.000447403758764267
Test_19,0.7912739832536461,0.7866310424804688,0.0,2.066991478204727e-05
Test_20,0.9964866193599135,0.9762920532226562,0.0,-6.314180791378021e-06
Test_21,0.7991534308804235,0.7886152954101563,0.0,0.00043730971217155457
Test_22,0.28111982218531345,0.2748310546875,0.5896169815042038,0.597396240234375
Test_23,0.29220092054043306,0.2940458679199219,0.5501240976367825,0.5423051147460938
