ID,Actual cost_equipment_envelope_total_cost_per_m_sq ,Predicted cost_equipment_envelope_total_cost_per_m_sq ,Actual cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Predicted cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Actual cost_equipment_lighting_total_cost_per_m_sq ,Predicted cost_equipment_lighting_total_cost_per_m_sq ,Actual cost_equipment_ventilation_total_cost_per_m_sq ,Predicted cost_equipment_ventilation_total_cost_per_m_sq ,Actual cost_equipment_renewables_total_cost_per_m_sq ,Predicted cost_equipment_renewables_total_cost_per_m_sq ,Actual cost_equipment_shw_total_cost_per_m_sq ,Predicted cost_equipment_shw_total_cost_per_m_sq 
Test_0,242.2610661929846,242.17103576660156,34.44824717219976,34.14725875854492,40.68918698191025,40.689186096191406,61.83031156845932,61.42782974243164,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_1,262.8999244558781,263.1405944824219,55.73114459553269,54.37919998168945,40.68918698191025,40.689186096191406,58.00053085058598,56.868839263916016,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_2,261.1904834823799,261.25677490234375,34.23437563804157,33.2006950378418,40.68918698191025,40.689186096191406,60.80089529993059,60.727012634277344,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_3,247.1081403895626,246.66761779785156,26.52160153538324,25.578290939331055,40.68918698191025,40.689186096191406,59.87701110702765,59.7617073059082,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_4,251.6067162807792,251.33123779296875,29.89339601453714,28.695112228393555,40.68918698191025,40.689186096191406,46.10016231777533,45.720115661621094,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_5,260.9703591408388,260.9625549316406,30.9516517620156,30.3226261138916,40.68918698191025,40.689186096191406,34.00991261382662,33.78340148925781,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_6,244.4847686716485,244.82839965820312,120.2601167871289,121.05701446533203,40.68918698191025,40.689186096191406,36.34042325125567,36.43159103393555,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_7,292.585829351954,291.48199462890625,142.9441534974887,145.79727172851562,40.68918698191025,40.689186096191406,52.91725366491078,53.04153823852539,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_8,252.4345114132876,252.86167907714844,121.7854189636163,120.2024154663086,40.68918698191025,40.689186096191406,41.99181265057781,41.717647552490234,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_9,335.8893278614888,336.0448913574219,43.46658193474622,42.62894821166992,40.68918698191025,40.689186096191406,36.63430519825228,36.69844055175781,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_10,245.3882355343216,245.57408142089844,133.7532922944996,136.55238342285156,40.68918698191025,40.689186096191406,53.34971824084283,53.325469970703125,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_11,245.611677692025,246.22955322265625,65.44839009351138,67.1989517211914,40.68918698191025,40.689186096191406,30.98457470701131,30.98610496520996,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_12,260.9371809792152,260.8409729003906,77.03050349136348,76.09069061279297,40.68918698191025,40.689186096191406,64.99423210421006,65.23309326171875,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_13,270.0521152354118,270.11297607421875,131.4915625382825,129.12557983398438,40.68918698191025,40.689186096191406,58.27310220915513,58.286170959472656,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_14,246.1597554003838,246.22128295898438,155.7063885826289,154.5176239013672,40.68918698191025,40.689186096191406,58.87094715994937,58.59885025024414,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_15,352.6924078157541,352.85931396484375,160.6731593776798,167.09127807617188,40.68918698191025,40.689186096191406,48.71307015394667,48.84649658203125,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_16,270.7295877741027,269.58245849609375,155.2078229000776,153.69349670410156,40.68918698191025,40.689186096191406,63.92436400016334,64.00265502929688,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_17,237.7839284985096,237.73220825195312,25.27218853362734,27.051843643188477,40.68918698191025,40.689186096191406,60.35069316836131,60.34587860107422,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_18,346.1519712932337,346.32586669921875,112.1375923884193,110.03934478759766,40.68918698191025,40.689186096191406,36.34042325125567,36.43938064575195,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_19,253.9469251500674,253.95216369628906,53.91885132100127,51.60518264770508,40.68918698191025,40.689186096191406,62.1113050757483,61.41435623168945,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_20,246.365587610764,246.60946655273438,133.7004624525297,135.71835327148438,40.68918698191025,40.689186096191406,58.27310220915513,58.18119812011719,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_21,244.3197711217281,244.35260009765625,33.01290885703786,33.920433044433594,40.68918698191025,40.689186096191406,33.03421944546531,32.80765151977539,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_22,244.7269692515007,244.6202392578125,26.18318428682265,26.055749893188477,40.68918698191025,40.689186096191406,42.2028768018294,42.65549087524414,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_23,244.067361876761,243.97813415527344,158.0199273143044,161.87901306152344,40.68918698191025,40.689186096191406,48.71307015394667,48.69118881225586,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_24,258.1255869982441,258.23944091796875,45.60976356731594,46.1026725769043,40.68918698191025,40.689186096191406,39.61714953652661,39.204833984375,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_25,266.0662695495937,266.1419372558594,42.48769855853649,42.00362014770508,40.68918698191025,40.689186096191406,40.26271999673323,40.59649658203125,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_26,246.9330617828413,246.86427307128906,126.5653711870636,128.0668182373047,40.68918698191025,40.689186096191406,30.98457470701131,31.01038932800293,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_27,264.3824778471967,263.8096618652344,38.7303993629793,38.90773391723633,40.68918698191025,40.689186096191406,61.81091510474091,61.37574768066406,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_28,256.4423057291029,255.72206115722656,29.79628608763118,28.78404426574707,40.68918698191025,40.689186096191406,37.09803381109887,36.91743087768555,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_29,234.9195046755686,235.076171875,120.6830107395157,119.66481018066406,40.68918698191025,40.689186096191406,36.34042325125567,36.292335510253906,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_30,330.6910755849565,332.3289489746094,47.21022704071216,46.326438903808594,40.68918698191025,40.689186096191406,51.64499877496019,50.116756439208984,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_31,244.3197711217281,244.1378936767578,31.89978153456654,32.20683288574219,40.68918698191025,40.689186096191406,53.95177426599698,53.89493179321289,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_32,258.3118951365919,258.204833984375,145.7044489362571,151.8691864013672,40.68918698191025,40.689186096191406,31.58241965780555,31.451026916503906,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_33,252.6589744375026,252.8052978515625,65.98715239495284,67.21299743652344,40.68918698191025,40.689186096191406,52.91725366491078,52.93696975708008,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
Test_34,243.6028676140308,243.72801208496094,139.2260300543101,138.89405822753906,40.68918698191025,40.689186096191406,43.49414533055658,43.34657287597656,0,-1.9294991067409518e-20,15.04680672955204,15.046645164489746
