ID,Actual cost_equipment_envelope_total_cost_per_m_sq ,Predicted cost_equipment_envelope_total_cost_per_m_sq ,Actual cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Predicted cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Actual cost_equipment_lighting_total_cost_per_m_sq ,Predicted cost_equipment_lighting_total_cost_per_m_sq ,Actual cost_equipment_ventilation_total_cost_per_m_sq ,Predicted cost_equipment_ventilation_total_cost_per_m_sq ,Actual cost_equipment_renewables_total_cost_per_m_sq ,Predicted cost_equipment_renewables_total_cost_per_m_sq ,Actual cost_equipment_shw_total_cost_per_m_sq ,Predicted cost_equipment_shw_total_cost_per_m_sq 
Test_0,232.2824788680632,231.54776000976562,60.59774286414309,60.28752899169922,37.90515639674956,37.905155181884766,44.57294601657888,44.50589370727539,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_1,243.7720762383111,243.9476318359375,69.28582731022092,70.3430404663086,37.90515639674956,37.905155181884766,52.61775695210095,52.65135192871094,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_2,261.2251929437707,261.034423828125,158.2198895422435,158.0172882080078,37.90515639674956,37.905155181884766,66.6546714851566,66.474853515625,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_3,276.8808189391156,276.6489562988281,33.7122024174119,33.099491119384766,37.90515639674956,37.905155181884766,44.206837763894,44.163047790527344,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_4,332.5961401037201,331.46868896484375,38.88697476417984,39.35981750488281,37.90515639674956,37.905155181884766,49.67102576667075,50.96873474121094,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_5,246.1216005145168,246.3660125732422,173.002929886888,200.9857940673828,37.90515639674956,37.905155181884766,37.98414594307648,37.94712448120117,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_6,367.5540548817837,367.6461181640625,41.28843562415778,38.920753479003906,37.90515639674956,37.905155181884766,64.7334007105231,65.23786163330078,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_7,242.9469608803953,243.04757690429688,170.7465596798563,178.44003295898438,37.90515639674956,37.905155181884766,44.57294601657888,44.783050537109375,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_8,247.0026083139369,246.72344970703125,167.7075676834497,154.5883331298828,37.90515639674956,37.905155181884766,47.05020621503533,46.86109924316406,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_9,246.8864847482544,247.11737060546875,36.76153068724734,37.29610061645508,37.90515639674956,37.905155181884766,51.84330209481809,52.121761322021484,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_10,240.5146188084447,240.99815368652344,37.41424721303443,38.298892974853516,37.90515639674956,37.905155181884766,45.21736800196007,44.027305603027344,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_11,348.3347115031239,348.37689208984375,150.7185624157785,158.53286743164062,37.90515639674956,37.905155181884766,33.01341929029361,32.951168060302734,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_12,232.7593511372453,232.41868591308594,28.74045489811752,28.437314987182617,37.90515639674956,37.905155181884766,48.98793846216669,48.9796257019043,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
Test_13,246.7165104740904,246.7159423828125,54.09979991016375,54.30751037597656,37.90515639674956,37.905155181884766,62.58830495324432,62.43217849731445,0,-4.7979472442208976e-21,14.97126260770142,14.97110652923584
