in.sqft,in.airtightness..m3_per_m2_s,in.ashrae_iecc_climate_zone_2006,in.aspect_ratio,in.comstock_building_type,in.heating_fuel,in.hvac_category,in.hvac_combined_type,in.hvac_cool_type,in.hvac_heat_type,in.hvac_night_variability,in.hvac_system_type,in.hvac_vent_type,in.interior_lighting_generation,in.number_of_stories,in.ownership_type,in.rotation..degrees,in.service_water_heating_fuel,in.wall_construction_type,in.weekday_opening_time..hr,in.weekday_operating_hours..hr,in.weekend_opening_time..hr,in.weekend_operating_hours..hr,in.window_type,in.year_built,out.params.average_window_u_value..btu_per_ft2_f_hr,out.params.window_to_wall_ratio,out.params.average_wall_u_value..btu_per_ft2_f_hr,out.params.average_roof_u_value..btu_per_ft2_f_hr,out.params.average_cooling_setpoint_max..c,out.params.average_cooling_setpoint_min..c,out.params.average_heating_setpoint_max..c,out.params.average_heating_setpoint_min..c,out.params.dx_cooling_design_cop..cop,out.params.dx_heating_design_cop..cop,in.ejscreen_census_tract_percentile_for_people_over_64,in.ejscreen_census_tract_percentile_for_less_than_hs_educ,in.ejscreen_census_tract_percentile_percent_people_under_5,in.ejscreen_census_tract_percentile_for_low_income,out.params.air_system_fan_power_minimum_flow_fraction,out.params.air_system_fan_static_pressure..inwc,out.params.air_system_fan_total_efficiency,out.params.average_window_shgc,out.params.broiler_fuel_type,out.params.hot_water_volume..m3,out.params.interior_lighting_power_density..w_per_ft2,out.params.interior_electric_equipment_power_density..w_per_ft2,out.params.occupant_density_ppl_per_m_2..people_per_m2,out.site_energy.total.energy_consumption_intensity,calc.emissions.total_with_cambium_mid_case_15y..co2e_kg
1000,20,Zone 5,4,SmallOffice,Propane,Small Packaged Unit,Central Single-zone RTU_Furnace_DX,DX,Furnace,night_fancycle_vent,PSZ-AC with gas coil,Central Single-zone RTU,gen4_led,2,leased,0,NaturalGas,WoodFramed,6.75,10.25,5.25,11.75,Single - No LowE - Clear - Aluminum,1995,0.34006841,0.06,0.045164517,0.029610176,22.22222222,22.22222222,18.33333333,14.44444444,0,0,53.13649983,14.00161064,71.85714857,5.457978514,1,2.500229934,0.55575,0.361,Gas,2.773699881,0.528207284,1,0.053819552,1,1
