ID,Actual cost_equipment_envelope_total_cost_per_m_sq ,Predicted cost_equipment_envelope_total_cost_per_m_sq ,Actual cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Predicted cost_equipment_heating_and_cooling_total_cost_per_m_sq ,Actual cost_equipment_lighting_total_cost_per_m_sq ,Predicted cost_equipment_lighting_total_cost_per_m_sq ,Actual cost_equipment_ventilation_total_cost_per_m_sq ,Predicted cost_equipment_ventilation_total_cost_per_m_sq ,Actual cost_equipment_renewables_total_cost_per_m_sq ,Predicted cost_equipment_renewables_total_cost_per_m_sq ,Actual cost_equipment_shw_total_cost_per_m_sq ,Predicted cost_equipment_shw_total_cost_per_m_sq 
Test_0,569.668988183739,566.2797241210938,74.20964081696533,76.28722381591797,83.2909460834181,83.29094696044922,131.5889349714375,131.62106323242188,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_1,491.0986775178026,491.3587646484375,14.22450896001252,14.396299362182617,83.2909460834181,83.29094696044922,280.2429767587448,283.31890869140625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_2,562.8276860474215,562.8973388671875,16.03607481023554,16.338605880737305,83.2909460834181,83.29094696044922,415.1831129196337,409.17864990234375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_3,611.2900070428045,611.5524291992188,197.7052195007434,201.2825927734375,83.2909460834181,83.29094696044922,131.5889349714375,131.5494842529297,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_4,563.3832850770796,563.6062622070312,90.00508646998982,90.97909545898438,83.2909460834181,83.29094696044922,131.5889349714375,131.85906982421875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_5,610.4233508099225,610.0852661132812,13.97214179513264,14.117544174194336,83.2909460834181,83.29094696044922,576.115110728539,577.5197143554688,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_6,556.5771969637686,556.69873046875,16.03607481023554,15.49317741394043,83.2909460834181,83.29094696044922,648.1493074575475,648.8055419921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_7,562.5596682056498,562.1214599609375,188.9760544643556,196.04649353027344,83.2909460834181,83.29094696044922,394.2738085922216,393.0827331542969,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_8,528.0773143438454,528.21533203125,14.54730417090539,14.799062728881836,83.2909460834181,83.29094696044922,301.3459582126927,299.61553955078125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_9,609.6447296345567,608.8924560546875,14.8329290241803,16.14040184020996,83.2909460834181,83.29094696044922,640.8384850144769,637.4930419921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_10,542.2548712731825,542.507080078125,16.03607481023554,16.107358932495117,83.2909460834181,83.29094696044922,699.0061820173722,694.9071044921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_11,623.4544956569372,623.5101318359375,84.58408326160107,85.44564819335938,83.2909460834181,83.29094696044922,111.8064793802332,111.50096893310547,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_12,606.2622270913216,607.125,76.68440410047734,78.26979064941406,83.2909460834181,83.29094696044922,136.7712653572267,135.86978149414062,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_13,589.296893340637,589.5872192382812,15.45504343062837,14.30396842956543,83.2909460834181,83.29094696044922,639.6685969168166,641.2587890625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_14,530.7007590578293,533.4896240234375,13.92127709523437,12.583562850952148,83.2909460834181,83.29094696044922,289.7233742859378,294.1912841796875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_15,553.137960716801,553.550537109375,16.66014555129509,16.46541404724121,83.2909460834181,83.29094696044922,443.4286720400657,445.6581115722656,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_16,581.4285155332968,577.45166015625,13.92127709523437,11.805646896362305,83.2909460834181,83.29094696044922,554.4174035527036,549.491943359375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_17,597.5506690664371,597.1607666015625,69.11925815791533,71.85556030273438,83.2909460834181,83.29094696044922,111.8064793802332,110.85196685791016,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_18,577.3984662336645,576.887939453125,13.92127709523437,14.631856918334961,83.2909460834181,83.29094696044922,264.4749197902809,268.9560852050781,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_19,592.6128805070819,592.64013671875,16.03607481023554,16.463415145874023,83.2909460834181,83.29094696044922,615.3904843884497,616.0874633789062,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_20,522.380467955239,522.6099853515625,145.0739494483136,152.7841339111328,83.2909460834181,83.29094696044922,156.553720948431,155.1649169921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_21,540.9421707488849,541.0570678710938,100.6221144064481,96.39435577392578,83.2909460834181,83.29094696044922,111.8064793802332,111.65666961669922,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_22,695.324360278582,695.6985473632812,258.717427028719,253.5525360107422,83.2909460834181,83.29094696044922,374.4893966664058,376.2951965332031,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_23,559.5860395962125,560.8067016601562,187.974411143282,181.0727081298828,83.2909460834181,83.29094696044922,136.7712653572267,136.21697998046875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_24,574.8865325925346,574.1760864257812,232.1347523280382,238.35317993164062,83.2909460834181,83.29094696044922,394.2738085922216,397.557373046875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_25,689.1697315908913,689.6030883789062,16.03607481023554,14.98676872253418,83.2909460834181,83.29094696044922,487.8257297128101,480.4036560058594,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_26,562.7533453321856,562.5110473632812,16.03607481023554,15.807744979858398,83.2909460834181,83.29094696044922,576.74113780421,570.0560913085938,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_27,700.1252054151341,700.12646484375,106.2857031066594,104.5916976928711,83.2909460834181,83.29094696044922,111.8064793802332,113.1821517944336,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_28,592.8359026527897,592.9853515625,16.03607481023554,16.175649642944336,83.2909460834181,83.29094696044922,431.868690820878,429.1269836425781,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_29,570.7606228969403,570.8302001953125,188.3402457156272,199.35133361816406,83.2909460834181,83.29094696044922,413.7510759840363,419.2203369140625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_30,558.6078722904765,557.203125,232.1347523280382,245.26971435546875,83.2909460834181,83.29094696044922,111.8064793802332,110.71514129638672,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_31,580.9198685343141,580.4895629882812,281.2270130683152,278.2650146484375,83.2909460834181,83.29094696044922,394.2738085922216,398.4644470214844,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_32,568.3738946709445,568.0489501953125,17.2450896001252,18.04078483581543,83.2909460834181,83.29094696044922,447.0185460521167,446.35711669921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_33,527.7388684560607,526.6493530273438,14.83097268956882,14.916891098022461,83.2909460834181,83.29094696044922,628.3883715470694,626.9593505859375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_34,622.3022145707802,622.039794921875,231.8393458017059,236.65936279296875,83.2909460834181,83.29094696044922,394.2738085922216,399.0487976074219,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_35,518.5108380937476,518.9244384765625,76.68440410047734,75.02442169189453,83.2909460834181,83.29094696044922,111.8064793802332,110.29622650146484,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_36,603.1262227091321,603.0765991210938,16.03607481023554,15.96888542175293,83.2909460834181,83.29094696044922,615.1987635965255,618.2794189453125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_37,607.3127787776821,606.9115600585938,14.85249237029501,14.491880416870117,83.2909460834181,83.29094696044922,556.1937553799202,560.0904541015625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_38,584.3414977697785,584.3538818359375,15.17920025041083,14.884588241577148,83.2909460834181,83.29094696044922,316.4312544017529,322.1823425292969,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_39,564.7938023319508,564.7666015625,15.47069410752015,14.977926254272461,83.2909460834181,83.29094696044922,556.209406056812,559.1234130859375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_40,566.282572971281,566.3695678710938,118.7377729086783,120.05696105957031,83.2909460834181,83.29094696044922,136.7712653572267,138.9533233642578,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_41,569.4361843649738,566.9552612304688,13.92127709523437,15.226247787475586,83.2909460834181,83.29094696044922,538.0800532123014,535.3778076171875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_42,555.4542608967838,556.230712890625,16.9594647468503,17.02400779724121,83.2909460834181,83.29094696044922,579.6482510368573,581.7756958007812,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_43,577.2517411378042,577.4126586914062,13.92127709523437,14.438276290893555,83.2909460834181,83.29094696044922,266.7912199702637,268.6867370605469,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_44,625.4460442914155,626.015869140625,181.7806557633617,188.26951599121094,83.2909460834181,83.29094696044922,394.2738085922216,392.67474365234375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_45,514.392753736599,514.3190307617188,71.73292119884185,72.2955093383789,83.2909460834181,83.29094696044922,151.0662023632522,152.53662109375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_46,619.1818608654823,618.602783203125,14.82901635495735,15.641538619995117,83.2909460834181,83.29094696044922,628.693559746459,616.745361328125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_47,666.4410360748102,667.0097045898438,144.9076610063385,139.75404357910156,83.2909460834181,83.29094696044922,126.1014163862587,125.51549530029297,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_48,600.2699741763831,600.2125854492188,16.03607481023554,16.879003524780273,83.2909460834181,83.29094696044922,434.484310196416,408.1269226074219,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_49,608.1050942953283,609.1957397460938,197.9595430002348,202.44113159179688,83.2909460834181,83.29094696044922,136.7712653572267,137.38568115234375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_50,507.0604116128022,506.5602111816406,14.82901635495735,15.119985580444336,83.2909460834181,83.29094696044922,311.1139369277721,311.8034362792969,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_51,546.5490257453635,547.0687866210938,70.23828155567728,70.45654296875,83.2909460834181,83.29094696044922,136.7712653572267,136.92648315429688,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_52,596.0423350809922,596.6661987304688,15.76414429924094,16.04286766052246,83.2909460834181,83.29094696044922,415.9245637373816,408.20947265625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_53,683.4963612176226,682.5908813476562,16.03607481023554,15.569890975952148,83.2909460834181,83.29094696044922,510.7481023554269,505.0641174316406,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_54,583.1735660067297,582.8155517578125,16.64058220518037,16.4453182220459,83.2909460834181,83.29094696044922,591.2336646059941,589.0982666015625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_55,561.7869160341185,561.682373046875,16.64058220518037,16.583478927612305,83.2909460834181,83.29094696044922,664.0406135065341,665.6129760742188,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_56,521.8072619140778,522.8890380859375,16.03607481023554,15.061002731323242,83.2909460834181,83.29094696044922,588.6219578996792,600.902099609375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_57,550.0234760153377,550.264892578125,17.2450896001252,17.59064292907715,83.2909460834181,83.29094696044922,452.2458721339698,445.4342041015625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_58,687.8276860474215,686.6251220703125,213.3637217309648,221.8552703857422,83.2909460834181,83.29094696044922,413.7510759840363,414.9732971191406,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_59,526.8682995539557,525.7979736328125,72.34329759762109,76.3416748046875,83.2909460834181,83.29094696044922,111.8064793802332,112.0806655883789,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_60,657.6042726347914,659.44287109375,14.86618671257532,15.338499069213867,83.2909460834181,83.29094696044922,496.9031223100399,484.5452880859375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_61,736.8671257531888,737.4069213867188,15.14985523123875,16.47139549255371,83.2909460834181,83.29094696044922,418.4658423976837,387.5528869628906,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_62,540.8776117067063,540.761962890625,13.92127709523437,13.003484725952148,83.2909460834181,83.29094696044922,533.0268409108694,527.9797973632812,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_63,591.6660145551294,592.525390625,116.6601455512951,117.18339538574219,83.2909460834181,83.29094696044922,126.1014163862587,125.6882553100586,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_64,633.406369825495,632.7742919921875,188.3402457156272,196.88917541503906,83.2909460834181,83.29094696044922,111.8064793802332,113.02628326416016,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_65,632.8664214727287,634.264892578125,155.0473432975976,158.13015747070312,83.2909460834181,83.29094696044922,419.2385945692151,419.7041320800781,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_66,610.9867751780264,610.769775390625,74.20964081696533,73.37967681884766,83.2909460834181,83.29094696044922,151.0662023632522,151.035400390625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_67,585.2492370295015,585.1785888671875,84.58408326160107,87.5752944946289,83.2909460834181,83.29094696044922,136.7712653572267,136.45982360839844,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_68,530.9961655841615,531.9160766601562,16.03607481023554,15.709959030151367,83.2909460834181,83.29094696044922,358.5022302214571,359.7206115722656,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_69,664.1853822677831,663.9522705078125,100.6221144064481,98.1172866821289,83.2909460834181,83.29094696044922,136.7712653572267,137.35060119628906,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_70,610.0751232490805,609.7447509765625,92.4818060881133,93.8212661743164,83.2909460834181,83.29094696044922,151.0662023632522,150.71205139160156,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_71,578.9400579075045,579.2654418945312,84.58408326160107,86.7793197631836,83.2909460834181,83.29094696044922,136.7712653572267,136.25564575195312,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_72,566.7990453087095,566.4771118164062,13.92127709523437,14.465078353881836,83.2909460834181,83.29094696044922,343.8414586430863,328.5587463378906,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_73,569.5183504186556,569.624267578125,172.0459347366774,155.90167236328125,83.2909460834181,83.29094696044922,413.7510759840363,416.70074462890625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_74,555.753580092339,555.3280029296875,16.03607481023554,15.083608627319336,83.2909460834181,83.29094696044922,647.2533062054933,644.329345703125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_75,584.5156115501995,583.88623046875,213.389154080914,224.529296875,83.2909460834181,83.29094696044922,136.7712653572267,136.13711547851562,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_76,559.6290789576649,559.22412109375,14.52969715940214,13.702840805053711,83.2909460834181,83.29094696044922,364.7879333281164,354.9027099609375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_77,558.1716096721183,557.800537109375,172.0459347366774,170.03907775878906,83.2909460834181,83.29094696044922,111.8064793802332,111.8599624633789,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_78,575.340402222396,575.177001953125,13.92127709523437,13.566884994506836,83.2909460834181,83.29094696044922,301.6061507160185,304.51068115234375,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_79,614.8387980280147,614.73291015625,74.20964081696533,73.52857208251953,83.2909460834181,83.29094696044922,136.7712653572267,137.01535034179688,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_80,536.225448000626,536.8535766601562,137.5342358557008,135.32965087890625,83.2909460834181,83.29094696044922,156.553720948431,156.5217742919922,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_81,569.8900539948353,570.0491943359375,74.20964081696533,74.65835571289062,83.2909460834181,83.29094696044922,136.7712653572267,136.5540008544922,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_82,651.5689803584005,652.9088134765625,14.5257844901792,15.663579940795898,83.2909460834181,83.29094696044922,391.423429063307,361.45916748046875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_83,559.0226152281086,559.4318237304688,232.8742468111746,236.74832153320312,83.2909460834181,83.29094696044922,399.4541826433993,402.9062194824219,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_84,668.8414586430863,669.8739013671875,16.03607481023554,14.140806198120117,83.2909460834181,83.29094696044922,380.0375616245402,387.52069091796875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_85,652.8797245480866,653.5316772460938,15.4530870960169,16.287168502807617,83.2909460834181,83.29094696044922,632.8585961342827,633.6212158203125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_86,629.8106268096095,629.5520629882812,16.03607481023554,16.66798973083496,83.2909460834181,83.29094696044922,370.9073479928007,364.1548156738281,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_87,512.9724548086705,512.2251586914062,172.9575866656233,173.92417907714844,83.2909460834181,83.29094696044922,136.7712653572267,136.56849670410156,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_88,554.390014868143,554.8644409179688,70.98560137725956,71.80008697509766,83.2909460834181,83.29094696044922,131.5889349714375,130.25027465820312,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_89,581.2739650989905,581.7789916992188,213.3637217309648,210.24249267578125,83.2909460834181,83.29094696044922,136.7712653572267,134.49169921875,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_90,561.640190938258,563.9385375976562,13.33437671179278,13.488821029663086,83.2909460834181,83.29094696044922,250.9527349557868,245.7452392578125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_91,529.6502073714688,530.037841796875,76.68440410047734,74.75743103027344,83.2909460834181,83.29094696044922,151.0662023632522,151.2119903564453,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_92,573.9474919790281,573.2362060546875,14.5257844901792,14.728330612182617,83.2909460834181,83.29094696044922,310.6385476171844,303.57012939453125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_93,580.0219109476485,579.8277587890625,13.31676970028954,13.102720260620117,83.2909460834181,83.29094696044922,281.205493387589,287.909423828125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_94,577.6938727599968,577.3145141601562,76.68440410047734,79.15318298339844,83.2909460834181,83.29094696044922,136.7712653572267,135.5542755126953,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_95,606.3033101181626,607.3552856445312,16.03803114484701,16.30513572692871,83.2909460834181,83.29094696044922,462.9215901087722,465.6197814941406,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_96,564.7214179513263,564.383544921875,16.03607481023554,17.16706657409668,83.2909460834181,83.29094696044922,437.4775021519681,435.38677978515625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_97,531.0157289302762,531.1969604492188,14.5257844901792,15.926397323608398,83.2909460834181,83.29094696044922,530.5188199389623,531.1808471679688,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_98,593.898192346819,593.559814453125,14.5257844901792,14.029821395874023,83.2909460834181,83.29094696044922,572.8969402926676,577.2384033203125,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
Test_99,543.6673448626652,543.34228515625,14.82901635495735,15.430158615112305,83.2909460834181,83.29094696044922,331.7591360826356,323.166259765625,0,-1.3164558446148695e-20,20.21089287111668,20.210844039916992
